dna_id,classe_dna,escopo,motor_catalogo,lado_catalogo,tamanho,sequencia,evidencia_16e,score_descoberta_16e,aparicoes,gains,stops,winrate_pct,wilson_95_inferior_pct,profit_factor_r,expectancia_r,sequencia_max_stops,max_drawdown_r,dias_ativos_x,classe_alvo,acertos_classe_alvo,taxa_acerto_classe_alvo_pct,taxa_erro_classe_alvo_pct,dias_ativos_y,motores_ativos,lados_ativos,horas_ativas,taxa_alvo_media_dias_pct,taxa_alvo_desvio_dias_pp,cv_taxa_alvo_diaria,concentracao_melhor_dia_pct,hora_modal,motor_modal,lado_modal,dias_avaliados,taxa_alvo_min_dia_pct,taxa_alvo_max_dia_pct,taxa_alvo_mediana_dias_pct,dias_acima_50_pct,dias_acima_58_pct,proporcao_dias_acima_50_pct,proporcao_dias_acima_58_pct,taxa_primeira_metade_pct,taxa_segunda_metade_pct,degradacao_segunda_menos_primeira_pp,score_estabilidade,status_estabilidade
DNA_2EB86B0CB4CA,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,2,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CAMPANHA_ENTRADAS_ESTAVEL,FRACA,54.9432,7,1,6,14.285714285714286,2.567895594897479,0.1666666666666666,-0.7142857142857143,3,5.0,2,STOP,6,85.71428571428571,14.285714285714292,2,1,1,5,87.5,12.5,0.1428571428571428,57.142857142857146,11,motor_operacional_c7_v3_1,COMPRA,2,75.0,100.0,87.5,2,2,100.0,100.0,75.0,100.0,25.0,70.85714285714286,MODERADA
DNA_01A2AC5DEF00,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,6,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,FRACA,52.1523,7,1,6,14.285714285714286,2.567895594897479,0.1666666666666666,-0.7142857142857143,6,6.0,3,STOP,6,85.71428571428571,14.285714285714292,3,1,1,5,66.66666666666667,47.14045207910317,0.7071067811865475,57.142857142857146,11,motor_c7_dna_fluxo_v5_2,COMPRA,3,0.0,100.0,100.0,2,2,66.66666666666667,66.66666666666667,100.0,0.0,-100.0,0.0,INSTAVEL
DNA_43691691DA74,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,3,AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU,FRACA,52.1523,7,1,6,14.285714285714286,2.567895594897479,0.1666666666666666,-0.7142857142857143,5,5.0,3,STOP,6,85.71428571428571,14.285714285714292,3,1,1,4,88.8888888888889,15.71348402636772,0.1767766952966368,42.85714285714285,10,motor_c7_dna_fluxo_v5_2,COMPRA,3,66.66666666666667,100.0,100.0,3,3,100.0,100.0,100.0,66.66666666666667,-33.33333333333333,52.90548342388811,FRACA
DNA_1E793D741215,DNA_GAIN,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,5,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_ESTAVEL,FRACA,49.0596,7,6,1,85.71428571428571,48.686549668097015,6.0,0.7142857142857143,1,1.0,3,GAIN,6,85.71428571428571,14.285714285714292,3,1,1,5,88.8888888888889,15.71348402636772,0.1767766952966368,42.85714285714285,13,motor_c7_dna_fluxo_v5_2,VENDA,3,66.66666666666667,100.0,100.0,3,3,100.0,100.0,100.0,66.66666666666667,-33.33333333333333,52.90548342388811,FRACA
DNA_CAB9507E140E,DNA_GAIN,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,4,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU,FRACA,70.1118,7,6,1,85.71428571428571,48.686549668097015,6.0,0.7142857142857143,1,1.0,3,GAIN,6,85.71428571428571,14.285714285714292,3,1,1,5,91.66666666666669,11.785113019775793,0.128564869306645,57.142857142857146,12,motor_c7_dna_fluxo_v5_2,VENDA,3,75.0,100.0,100.0,3,3,100.0,100.0,100.0,75.0,-25.0,52.00052474118267,FRACA
DNA_CC87CC65D357,DNA_STOP,LADO,,VENDA,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ESTAVEL,FRACA,58.752,13,2,11,15.384615384615383,4.325726318273798,0.1818181818181818,-0.6923076923076923,10,10.0,4,STOP,11,84.61538461538461,15.384615384615389,4,2,1,8,82.5,20.463381929681123,0.2480409930870439,38.46153846153846,11,motor_c7_dna_fluxo_v5_2,VENDA,4,50.0,100.0,90.0,4,3,100.0,75.0,100.0,65.0,-35.0,49.38748978380572,FRACA
DNA_5E844DE1A903,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,5,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,FRACA,45.1793,13,2,11,15.384615384615383,4.325726318273798,0.1818181818181818,-0.6923076923076923,9,9.0,3,STOP,11,84.61538461538461,15.384615384615389,3,1,1,8,91.66666666666669,11.785113019775793,0.128564869306645,61.53846153846154,11,motor_c7_dna_fluxo_v5_2,VENDA,3,75.0,100.0,100.0,3,3,100.0,100.0,100.0,75.0,-25.0,48.484041224699155,FRACA
DNA_11B91A053005,DNA_STOP,MOTOR,motor_c7_dna_fluxo_v5_2,,4,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,MODERADA,44.6223,12,2,10,16.666666666666668,4.696414761482225,0.2,-0.6666666666666666,8,9.0,4,STOP,10,83.33333333333333,16.66666666666667,4,1,2,8,79.16666666666667,21.65063509461097,0.2734817064582437,33.333333333333336,14,motor_c7_dna_fluxo_v5_2,VENDA,4,50.0,100.0,83.33333333333334,4,3,100.0,75.0,100.0,58.333333333333336,-41.666666666666664,44.78813015000717,FRACA
DNA_87D404EEDC1A,DNA_STOP,LADO,,VENDA,4,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,MODERADA,42.4911,12,2,10,16.666666666666668,4.696414761482225,0.2,-0.6666666666666666,8,9.0,4,STOP,10,83.33333333333333,16.66666666666667,4,2,1,8,81.25,20.72890493972125,0.2551249838734923,33.333333333333336,14,motor_c7_dna_fluxo_v5_2,VENDA,4,50.0,100.0,87.5,4,3,100.0,75.0,100.0,62.5,-37.5,49.59000129012061,FRACA
DNA_6FA612A87BD0,DNA_STOP,MOTOR,motor_c7_dna_fluxo_v5_2,,5,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_ESTAVEL,FRACA,57.3871,12,2,10,16.666666666666668,4.696414761482225,0.2,-0.6666666666666666,7,8.0,3,STOP,10,83.33333333333333,16.66666666666667,3,1,2,8,62.5,44.48782605013047,0.7118052168020874,66.66666666666667,10,motor_c7_dna_fluxo_v5_2,COMPRA,3,0.0,100.0,87.5,2,2,66.66666666666667,66.66666666666667,87.5,100.0,12.5,34.66666666666666,INSTAVEL
DNA_E851B889C196,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,6,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU,FRACA,40.0337,6,1,5,16.666666666666668,3.005258587173029,0.2,-0.6666666666666666,3,4.0,4,STOP,5,83.33333333333333,16.66666666666667,4,1,1,6,87.5,21.65063509461097,0.2474358296526967,33.333333333333336,0,motor_operacional_c7_v3_1,COMPRA,4,50.0,100.0,100.0,4,3,100.0,75.0,100.0,75.0,-25.0,60.205133627784264,MODERADA
DNA_FBEDD15D0B95,DNA_STOP,LADO,,VENDA,4,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,FRACA,57.5355,6,1,5,16.666666666666668,3.005258587173029,0.2,-0.6666666666666666,5,5.0,3,STOP,5,83.33333333333333,16.66666666666667,3,2,1,6,83.33333333333333,23.570226039551585,0.282842712474619,50.0,1,motor_c7_dna_fluxo_v5_2,VENDA,3,50.0,100.0,100.0,3,2,100.0,66.66666666666667,50.0,100.0,50.0,65.37258300203048,MODERADA
DNA_369172CCFB17,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,4,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,FRACA,40.6753,6,1,5,16.666666666666668,3.005258587173029,0.2,-0.6666666666666666,5,5.0,4,STOP,5,83.33333333333333,16.66666666666667,4,1,1,4,75.0,43.30127018922193,0.5773502691896257,33.333333333333336,12,motor_operacional_c7_v3_1,VENDA,4,0.0,100.0,100.0,3,3,75.0,75.0,100.0,50.0,-50.0,20.0,INSTAVEL
DNA_6BD1657438B4,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,3,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU,FRACA,40.0337,6,1,5,16.666666666666668,3.005258587173029,0.2,-0.6666666666666666,4,4.0,4,STOP,5,83.33333333333333,16.66666666666667,4,1,1,5,75.0,43.30127018922193,0.5773502691896257,50.0,11,motor_operacional_c7_v3_1,COMPRA,4,0.0,100.0,100.0,3,3,75.0,75.0,50.0,100.0,50.0,48.0,FRACA
DNA_AC5D9139B93E,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,3,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,FRACA,51.4652,6,1,5,16.666666666666668,3.005258587173029,0.2,-0.6666666666666666,4,4.0,2,STOP,5,83.33333333333333,16.66666666666667,2,1,1,5,83.33333333333334,16.666666666666664,0.1999999999999999,50.0,11,motor_operacional_c7_v3_1,COMPRA,2,66.66666666666667,100.0,83.33333333333334,2,2,100.0,100.0,100.0,66.66666666666667,-33.33333333333333,45.333333333333336,FRACA
DNA_752D85E593E4,DNA_STOP,MOTOR,motor_operacional_c7_v3_1,,2,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_SUBIU,MODERADA,48.8783,6,1,5,16.666666666666668,3.005258587173029,0.2,-0.6666666666666666,5,5.0,3,STOP,5,83.33333333333333,16.66666666666667,3,1,2,5,83.33333333333333,23.570226039551585,0.282842712474619,33.333333333333336,20,motor_operacional_c7_v3_1,VENDA,3,50.0,100.0,100.0,3,2,100.0,66.66666666666667,50.0,100.0,50.0,77.37258300203048,MODERADA
DNA_B325CC709842,DNA_STOP,MOTOR,motor_operacional_c7_v3_1,,3,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU,MODERADA,46.6346,6,1,5,16.666666666666668,3.005258587173029,0.2,-0.6666666666666666,5,5.0,2,STOP,5,83.33333333333333,16.66666666666667,2,1,2,5,83.33333333333334,16.666666666666664,0.1999999999999999,50.0,10,motor_operacional_c7_v3_1,COMPRA,2,66.66666666666667,100.0,83.33333333333334,2,2,100.0,100.0,100.0,66.66666666666667,-33.33333333333333,45.333333333333336,FRACA
DNA_37FF78005FE9,DNA_STOP,LADO,,COMPRA,2,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,MODERADA,42.335,11,2,9,18.181818181818183,5.136660067100062,0.2222222222222222,-0.6363636363636364,4,7.0,4,STOP,9,81.81818181818181,18.181818181818187,4,2,1,7,86.66666666666667,14.14213562373095,0.1631784879661263,45.45454545454545,13,motor_operacional_c7_v3_1,COMPRA,4,66.66666666666667,100.0,90.0,4,4,100.0,100.0,83.33333333333334,90.0,6.666666666666657,78.58208459907354,MODERADA
DNA_EF2D362205FC,DNA_STOP,MOTOR,motor_operacional_c7_v3_1,,2,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CAMPANHA_ENTRADAS_ESTAVEL,MODERADA,46.6346,11,2,9,18.181818181818183,5.136660067100062,0.2222222222222222,-0.6363636363636364,5,8.0,3,STOP,9,81.81818181818181,18.181818181818187,3,1,2,8,61.11111111111111,43.744488188954506,0.7158188976374374,54.54545454545455,11,motor_operacional_c7_v3_1,COMPRA,3,0.0,100.0,83.33333333333333,2,2,66.66666666666667,66.66666666666667,0.0,100.0,100.0,44.36363636363636,FRACA
DNA_38B853F46855,DNA_STOP,MOTOR,motor_operacional_c7_v3_1,,3,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,FRACA,55.5776,11,2,9,18.181818181818183,5.136660067100062,0.2222222222222222,-0.6363636363636364,5,7.0,4,STOP,9,81.81818181818181,18.181818181818187,4,1,2,8,87.5,21.65063509461097,0.2474358296526967,36.36363636363637,15,motor_operacional_c7_v3_1,VENDA,4,50.0,100.0,100.0,4,3,100.0,75.0,75.0,100.0,25.0,79.11422453687517,MODERADA
DNA_117945C7E9CD,DNA_STOP,LADO,,VENDA,4,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,FRACA,56.1959,11,2,9,18.181818181818183,5.136660067100062,0.2222222222222222,-0.6363636363636364,5,7.0,4,STOP,9,81.81818181818181,18.181818181818187,4,2,1,7,81.25,20.72890493972125,0.2551249838734923,36.36363636363637,21,motor_c7_dna_fluxo_v5_2,VENDA,4,50.0,100.0,87.5,4,3,100.0,75.0,87.5,75.0,-12.5,68.49909219921152,MODERADA
DNA_47B9488E2463,DNA_STOP,LADO,,COMPRA,2,CAMPANHA_ENTRADAS_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,FRACA,54.3814,11,2,9,18.181818181818183,5.136660067100062,0.2222222222222222,-0.6363636363636364,6,8.0,4,STOP,9,81.81818181818181,18.181818181818187,4,2,1,7,70.0,41.23105625617661,0.5890150893739515,45.45454545454545,10,motor_operacional_c7_v3_1,COMPRA,4,0.0,100.0,90.0,3,3,75.0,75.0,100.0,40.0,-60.0,3.6363636363636402,INSTAVEL
DNA_13989E9F24E9,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,5,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,FRACA,45.1793,11,2,9,18.181818181818183,5.136660067100062,0.2222222222222222,-0.6363636363636364,5,7.0,3,STOP,9,81.81818181818181,18.181818181818187,3,1,1,8,82.22222222222223,13.6986977843755,0.1666057838640263,45.45454545454545,1,motor_c7_dna_fluxo_v5_2,VENDA,3,66.66666666666667,100.0,80.0,3,3,100.0,100.0,66.66666666666667,80.0,13.333333333333329,78.30790092724153,MODERADA
DNA_59B7A0672312,DNA_STOP,GLOBAL,,,3,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,MODERADA,60.3936,38,7,31,18.42105263157895,9.22164845325749,0.2258064516129032,-0.631578947368421,8,24.0,4,STOP,31,81.57894736842105,18.421052631578945,4,2,2,15,85.59523809523809,9.526041405148716,0.1112917215622381,39.47368421052632,11,motor_c7_dna_fluxo_v5_2,VENDA,4,73.33333333333333,100.0,84.52380952380952,4,4,100.0,100.0,86.66666666666666,84.52380952380952,-2.142857142857139,85.80342919231418,FORTE
DNA_F7CCC5382459,DNA_STOP,LADO,,VENDA,3,AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_SUBIU,MODERADA,46.7672,16,3,13,18.75,6.591478773586764,0.2307692307692307,-0.625,7,10.0,4,STOP,13,81.25,18.75,4,2,1,12,79.16666666666666,18.162078931419472,0.2294157338705617,37.5,16,motor_c7_dna_fluxo_v5_2,VENDA,4,50.0,100.0,83.33333333333333,4,3,100.0,75.0,91.66666666666666,66.66666666666666,-25.0,59.64674129035507,FRACA
DNA_532BE335AAA8,DNA_STOP,MOTOR,motor_c7_dna_fluxo_v5_2,,2,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,MODERADA,47.3301,16,3,13,18.75,6.591478773586764,0.2307692307692307,-0.625,7,10.0,3,STOP,13,81.25,18.75,3,1,2,11,83.80952380952381,11.971242942834794,0.1428386942042787,43.75,13,motor_c7_dna_fluxo_v5_2,VENDA,3,71.42857142857143,100.0,80.0,3,3,100.0,100.0,80.0,71.42857142857143,-8.57142857142857,74.71576160651485,MODERADA
DNA_8922D4425ADE,DNA_STOP,LADO,,COMPRA,2,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CAMPANHA_ENTRADAS_ESTAVEL,MODERADA,49.6486,16,3,13,18.75,6.591478773586764,0.2307692307692307,-0.625,7,11.0,3,STOP,13,81.25,18.75,3,2,1,8,78.05555555555556,8.615590232928232,0.1103776684645609,50.0,11,motor_c7_dna_fluxo_v5_2,COMPRA,3,66.66666666666667,87.5,80.0,3,3,100.0,100.0,80.0,66.66666666666667,-13.333333333333329,68.50311985616847,MODERADA
DNA_5D6059A4B67E,DNA_STOP,MOTOR,motor_c7_dna_fluxo_v5_2,,4,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,MODERADA,54.2121,21,4,17,19.047619047619047,7.667440615177304,0.2352941176470588,-0.6190476190476191,9,14.0,4,STOP,17,80.95238095238095,19.04761904761905,4,1,2,13,86.66666666666667,14.14213562373095,0.1631784879661263,42.85714285714285,14,motor_c7_dna_fluxo_v5_2,VENDA,4,66.66666666666667,100.0,90.0,4,4,100.0,100.0,100.0,73.33333333333334,-26.666666666666657,59.32667334366229,FRACA
DNA_4AF1D5F50CC2,DNA_STOP,GLOBAL,,,3,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,MODERADA,48.2813,30,6,24,20.0,9.504978102401235,0.25,-0.6,10,19.0,4,STOP,24,80.0,20.0,4,2,2,19,75.625,20.18469407744393,0.2669050456521511,33.333333333333336,12,motor_c7_dna_fluxo_v5_2,VENDA,4,50.0,100.0,76.25,4,3,100.0,75.0,75.0,76.25,1.25,78.64759634782791,MODERADA
DNA_C7B9F0A98B44,DNA_STOP,MOTOR,motor_c7_dna_fluxo_v5_2,,5,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,MODERADA,50.279,20,4,16,20.0,8.065635327119997,0.25,-0.6,8,13.0,4,STOP,16,80.0,20.0,4,1,2,12,86.66666666666667,14.14213562373095,0.1631784879661263,45.0,14,motor_c7_dna_fluxo_v5_2,VENDA,4,66.66666666666667,100.0,90.0,4,4,100.0,100.0,100.0,73.33333333333334,-26.666666666666657,57.61238762937657,FRACA
DNA_DCF64349B81C,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,2,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,MODERADA,56.5131,15,3,12,20.0,7.04742064361041,0.25,-0.6,6,10.0,3,STOP,12,80.0,20.0,3,1,1,10,88.8888888888889,15.71348402636772,0.1767766952966368,60.0,20,motor_operacional_c7_v3_1,COMPRA,3,66.66666666666667,100.0,100.0,3,3,100.0,100.0,100.0,66.66666666666667,-33.33333333333333,39.191197709602385,INSTAVEL
DNA_9EFBCD98CBED,DNA_STOP,LADO,,COMPRA,4,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,MODERADA,45.7506,15,3,12,20.0,7.04742064361041,0.25,-0.6,11,11.0,3,STOP,12,80.0,20.0,3,2,1,10,72.5,16.20185174601965,0.2234738171864779,53.333333333333336,11,motor_c7_dna_fluxo_v5_2,COMPRA,3,50.0,87.5,80.0,3,2,100.0,66.66666666666667,80.0,50.0,-30.0,43.4554279584151,FRACA
DNA_2F81D1AF8F8D,DNA_STOP,MOTOR,motor_c7_dna_fluxo_v5_2,,3,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU,MODERADA,46.0967,15,3,12,20.0,7.04742064361041,0.25,-0.6,8,9.0,3,STOP,12,80.0,20.0,3,1,2,8,80.0,16.32993161855452,0.2041241452319315,33.333333333333336,11,motor_c7_dna_fluxo_v5_2,COMPRA,3,60.0,100.0,80.0,3,3,100.0,100.0,100.0,60.0,-40.0,51.670068381445475,FRACA
DNA_36F144CF65A6,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,3,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,FRACA,54.7384,10,2,8,20.0,5.668094798069328,0.25,-0.6,7,7.0,4,STOP,8,80.0,20.0,4,1,1,7,79.16666666666667,21.65063509461097,0.2734817064582437,30.0,21,motor_c7_dna_fluxo_v5_2,VENDA,4,50.0,100.0,83.33333333333334,4,3,100.0,75.0,75.0,83.33333333333334,8.333333333333343,78.1214634833405,MODERADA
DNA_0404D240F778,DNA_STOP,LADO,,COMPRA,4,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_ESTAVEL,FRACA,50.7091,5,1,4,20.0,3.6223160969787456,0.25,-0.6,4,4.0,2,STOP,4,80.0,20.0,2,2,1,5,50.0,50.0,1.0,80.0,6,motor_c7_dna_fluxo_v5_2,COMPRA,2,0.0,100.0,50.0,1,1,50.0,50.0,100.0,0.0,-100.0,0.0,INSTAVEL
DNA_BFC95FE3F66A,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,2,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_SUBIU,FRACA,46.5954,5,1,4,20.0,3.6223160969787456,0.25,-0.6,4,4.0,3,STOP,4,80.0,20.0,3,1,1,5,83.33333333333333,23.570226039551585,0.282842712474619,40.0,9,motor_operacional_c7_v3_1,VENDA,3,50.0,100.0,100.0,3,2,100.0,66.66666666666667,50.0,100.0,50.0,73.37258300203048,MODERADA
DNA_8B1A08BDD880,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,FRACA,44.2542,5,1,4,20.0,3.6223160969787456,0.25,-0.6,3,3.0,2,STOP,4,80.0,20.0,2,1,1,4,87.5,12.5,0.1428571428571428,80.0,21,motor_operacional_c7_v3_1,COMPRA,2,75.0,100.0,87.5,2,2,100.0,100.0,100.0,75.0,-25.0,32.571428571428584,INSTAVEL
DNA_5B29B166BC76,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,5,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU,FRACA,44.2542,5,1,4,20.0,3.6223160969787456,0.25,-0.6,4,4.0,3,STOP,4,80.0,20.0,3,1,1,4,66.66666666666667,47.14045207910317,0.7071067811865475,40.0,12,motor_operacional_c7_v3_1,COMPRA,3,0.0,100.0,100.0,2,2,66.66666666666667,66.66666666666667,100.0,0.0,-100.0,0.0,INSTAVEL
DNA_6E65B1A267EF,DNA_STOP,MOTOR,motor_operacional_c7_v3_1,,5,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,FRACA,52.7406,5,1,4,20.0,3.6223160969787456,0.25,-0.6,4,4.0,3,STOP,4,80.0,20.0,3,1,1,5,66.66666666666667,47.14045207910317,0.7071067811865475,60.0,11,motor_operacional_c7_v3_1,COMPRA,3,0.0,100.0,100.0,2,2,66.66666666666667,66.66666666666667,0.0,100.0,100.0,40.0,FRACA
DNA_1DB7D86FEC6F,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,5,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,FRACA,51.4652,5,1,4,20.0,3.6223160969787456,0.25,-0.6,4,4.0,3,STOP,4,80.0,20.0,3,1,1,5,66.66666666666667,47.14045207910317,0.7071067811865475,60.0,11,motor_operacional_c7_v3_1,COMPRA,3,0.0,100.0,100.0,2,2,66.66666666666667,66.66666666666667,0.0,100.0,100.0,40.0,FRACA
