candidate_id,rank_cientifico,gene_id,gene_key,family,source_plugin,status_elegibilidade,motivo_elegibilidade,historias_total,historias_com_gene,historias_sem_gene,gain_com_gene,stop_com_gene,gain_sem_gene,stop_sem_gene,cobertura_pct,taxa_gain_gene_pct,taxa_gain_base_pct,lift_gain,leverage,conviction,entropia_alvo,information_gain,mutual_information,odds_ratio,fisher_p,chi2,chi2_p,phi_mcc,bayes_media_pct,bayes_ic_inferior_pct,bayes_ic_superior_pct,bootstrap_media_pct,bootstrap_ic_inferior_pct,bootstrap_ic_superior_pct,bootstrap_desvio_pp,dep_n_a,dep_jaccard_a,dep_n_b,dep_jaccard_b,ant_n_a,ant_n_b,score_qualidade,score_informacao,score_significancia,score_robustez,score_evidencia,score_rede,indice_candidato_0_100,faixa_evidencia
CGENE_B94183E27F10,74,GENE_4198BB471C6A,NUM::MAX_DRAWDOWN_R::POSITIVO,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,827,1,263,564,1,0,99.8792270531,31.8016928658,31.884057971,0.99741673079,-0.000822656304698,0.998792270531,0.903116172157,0.00199390957493,0.00199390957493,0,0.31884057971,2.13894690557,0.143600438338,-0.0508258714596,31.8455971049,28.7186646011,35.0554984051,31.8102781137,28.7756952842,35.1874244256,1.6449561121,601,0.20793464267,189,0.219440193906,,,0.569248826291,0.680946791862,0.613849765258,0.906885758998,0.942488262911,0.881748826291,71.8754890454,FAIXA_EVIDENCIA_ALTA
CGENE_D62F44CE30E0,75,GENE_B2BA214748C1,NUM::TAXA_SEGUNDA_METADE_PCT::POSITIVO,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,814,14,257,557,7,7,98.309178744,31.5724815725,31.884057971,0.990227831137,-0.00306308198558,0.995446621393,0.903116172157,0.00174817832656,0.00174817832656,0.461400359066,0.154964447589,2.15195633474,0.142388356281,-0.0509802028302,31.6176470588,28.4729517816,34.8476911942,31.4546683047,28.2524570025,34.6437346437,1.64734241439,249,0.205980458341,538,0.212505610148,,,0.556338028169,0.663732394366,0.696596244131,0.892018779343,0.930751173709,0.860622065728,71.8647300469,FAIXA_EVIDENCIA_ALTA
CGENE_62CE7CECA87C,76,GENE_D158CD263A68,NUM::SCORE_DESCOBERTA_16E::ATE_P50,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,470,358,130,340,134,224,56.7632850242,27.6595744681,31.884057971,0.86750483559,-0.0239795561157,0.941602728048,0.903116172157,0.00774802589674,0.00774802589674,0.639157155399,0.00330461172629,8.9324387674,0.00280150033037,-0.10386515068,27.7542372881,23.8106427343,31.8763868137,27.7955319149,23.1914893617,32.1276595745,2.20953655018,130,0.165882846893,565,0.195619665242,,,0.390845070423,0.906885758998,0.909037558685,0.761345852895,0.890845070423,0.838908450704,71.8285406886,FAIXA_EVIDENCIA_ALTA
CGENE_44152B1D89D8,77,GENE_711887B02CCA,NGRAM3::AJUSTE_ESTRUTURA_ACELEROU_NEG=>AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG=>AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,NGRAM3,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,13,815,8,5,256,559,1.57004830918,61.5384615385,31.884057971,1.93006993007,0.00465588461808,1.77101449275,0.903116172157,0.00425974875883,0.00425974875883,3.49375,0.0320459917989,5.34776248422,0.0207488810157,0.0803657286613,60,35.1380110616,82.3388910018,61.3384615385,38.2692307692,84.6153846154,13.7227546239,88,0.041804506783,74,0.0472260726709,,,0.975352112676,0.853286384977,0.861502347418,0.412363067293,0.176056338028,0.510856807512,71.8109350548,FAIXA_EVIDENCIA_ALTA
CGENE_1A952BEEDC6E,78,GENE_2E2AAB9C984D,TEMPO::MINUTO::38,TEMPO,temporal,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,10,818,7,3,257,561,1.2077294686,70,31.884057971,2.19545454545,0.00460337464118,2.27053140097,0.903116172157,0.00537644040047,0.00537644040047,5.09338521401,0.0146517551465,6.77123663415,0.00926386229006,0.0904313110704,66.6666666667,39.0257440428,89.0736556181,70.22,40,90.25,13.4585561162,71,0.0131642020078,14,0.0127382857507,,,0.989436619718,0.875195618153,0.882042253521,0.397300469484,0.119131455399,0.440727699531,71.7586071987,FAIXA_EVIDENCIA_ALTA
CGENE_2531FC5C9DC9,79,GENE_F3A76F764C28,NUM::HORA::ATE_P90,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,137,691,51,86,213,478,16.5458937198,37.2262773723,31.884057971,1.16755142668,0.00883917944409,1.08510279744,0.903116172157,0.00183971821237,0.00183971821237,1.33082214216,0.159948230814,2.15721752471,0.141901445092,0.0510424840185,37.4100719424,29.579868693,45.5835093475,37.102919708,29.197080292,45.9854014599,4.25632207516,19,0.108661798178,442,0.109914223555,,28,0.789906103286,0.671752738654,0.695422535211,0.722222222222,0.678990610329,0.571596244131,71.6559076682,FAIXA_EVIDENCIA_ALTA
CGENE_FBDA6225A816,80,GENE_D4988EA01874,NGRAM2::AJUSTE_ESTRUTURA_ACELEROU_POS=>AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,NGRAM2,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,31,797,15,16,249,548,3.74396135266,48.3870967742,31.884057971,1.51759530792,0.00617867394805,1.31974637681,0.903116172157,0.00329964124993,0.00329964124993,2.06325301205,0.0505975823068,4.03867767371,0.044468652445,0.069840031792,48.4848484848,31.8874964234,65.2563190714,48.0516129032,32.2580645161,64.5161290323,8.70278249335,34,0.0571597584989,191,0.0653947804118,50,214,0.931338028169,0.795579029734,0.818661971831,0.529342723005,0.394366197183,0.181338028169,71.56885759,FAIXA_EVIDENCIA_ALTA
CGENE_1B626149D6A8,81,GENE_1DFB707BF8B4,TRANSICAO::AJUSTE_ESTRUTURA_ACELEROU_POS=>AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,TRANSICAO,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,31,797,15,16,249,548,3.74396135266,48.3870967742,31.884057971,1.51759530792,0.00617867394805,1.31974637681,0.903116172157,0.00329964124993,0.00329964124993,2.06325301205,0.0505975823068,4.03867767371,0.044468652445,0.069840031792,48.4848484848,31.8874964234,65.2563190714,48.3096774194,32.2580645161,64.5161290323,8.94259011074,201,0.0634732606389,24,0.069821227466,238,26,0.931338028169,0.795579029734,0.818661971831,0.523082942097,0.394366197183,0.181338028169,71.4436619718,FAIXA_EVIDENCIA_ALTA
CGENE_AB06DB05CAB0,82,GENE_695159D8ADEC,NUM::CONCENTRACAO_MELHOR_DIA_PCT::ATE_P50,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,467,361,135,332,129,232,56.4009661836,28.9079229122,31.884057971,0.906657582246,-0.016785689281,0.958136895408,0.903116172157,0.00379282369982,0.00379282369982,0.731297282152,0.0422610281863,4.36840534579,0.0366112383396,-0.0726350594885,28.9978678038,24.9829887428,33.1824015434,28.9755888651,25.0535331906,32.9817987152,2.1174246614,418,0.191776564743,279,0.176373674977,,,0.43544600939,0.821987480438,0.836267605634,0.81338028169,0.889671361502,0.840082159624,71.4118740219,FAIXA_EVIDENCIA_ALTA
CGENE_C6111E5F9AA1,83,GENE_945017472BDE,NUM::TAXA_ALVO_DESVIO_DIAS_PP::ATE_P50,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,419,409,118,301,146,263,50.6038647343,28.1622911695,31.884057971,0.883271859406,-0.0188335783799,0.948192016948,0.903116172157,0.00471902253914,0.00471902253914,0.706184863241,0.0209300219855,5.40999681858,0.020021752497,-0.0808320022196,28.2660332542,24.0705899491,32.6570571564,28.1224343675,23.8663484487,32.4582338902,2.1844539783,289,0.19391153606,389,0.180139281681,,,0.413145539906,0.865414710485,0.867957746479,0.779733959311,0.863849765258,0.831279342723,71.1116001565,FAIXA_EVIDENCIA_ALTA
CGENE_A7EB2552C1B5,84,GENE_2F37F46849F9,NUM::DIAS_ACIMA_50_PCT::ATE_P50,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,443,385,126,317,138,247,53.5024154589,28.4424379233,31.884057971,0.89205828032,-0.0184134985647,0.951904174096,0.903116172157,0.00452140141163,0.00452140141163,0.711425044576,0.0249345219186,5.19609188049,0.0226377294603,-0.0792178848848,28.5393258427,24.4422359636,32.8191226352,28.4304740406,24.3792325056,32.7313769752,2.13128098881,572,0.182184540529,113,0.177734940992,3,,0.421361502347,0.861111111111,0.863849765258,0.795774647887,0.880868544601,0.710093896714,71.0954616588,FAIXA_EVIDENCIA_ALTA
CGENE_AE2DCCCEEA11,85,GENE_CC43C440F549,NUM::CV_TAXA_ALVO_DIARIA::ATE_P50,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,442,386,123,319,141,245,53.3816425121,27.8280542986,31.884057971,0.87278897573,-0.0216516138066,0.943800826859,0.903116172157,0.00625095000118,0.00625095000118,0.669979323684,0.00883734804998,7.18190445673,0.00736424968517,-0.0931332252908,27.9279279279,23.8564583579,32.1877308082,27.9147058824,23.7556561086,32.3529411765,2.19212196318,139,0.165349772665,554,0.189623842949,1,,0.397887323944,0.890845070423,0.892605633803,0.775821596244,0.878521126761,0.729166666667,71.0900821596,FAIXA_EVIDENCIA_ALTA
CGENE_9EA41F70661D,86,GENE_6CC330E32ED1,COMPRIMENTO_SEQ_3,COMPRIMENTO_SEQ_3,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,568,260,170,398,94,166,68.5990338164,29.9295774648,31.884057971,0.938700384123,-0.013407547434,0.972106911368,0.903116172157,0.00274052060495,0.00274052060495,0.754303432054,0.0776162595018,3.18160055408,0.074471748745,-0.0619880048596,30,26.3095815719,33.8233526633,29.9642605634,26.2279929577,33.6267605634,1.90454566613,423,0.201291143749,301,0.191303029106,,,0.470070422535,0.754107981221,0.777582159624,0.836854460094,0.909037558685,0.850352112676,70.9272300469,FAIXA_EVIDENCIA_ALTA
CGENE_486C0EE3E4CF,87,GENE_D5CA23F78677,NUM::HORAS_ATIVAS::ATE_P75,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,422,406,109,313,155,251,50.9661835749,25.8293838863,31.884057971,0.810103403705,-0.030858363089,0.918368291892,0.903116172157,0.0126988597633,0.0126988597633,0.563928681851,0.000142861368933,14.5270000521,0.000138165080012,-0.132456355277,25.9433962264,21.8867344301,30.2149979589,25.6357819905,21.327014218,29.8578199052,2.09832645916,117,0.163773460421,549,0.199545192654,,,0.326291079812,0.945618153365,0.946596244131,0.759389671362,0.869718309859,0.824823943662,70.9091353678,FAIXA_EVIDENCIA_MODERADA
CGENE_2A8C2FDD3B2D,88,GENE_90F83D24C40F,NUM::TAMANHO::ATE_P25,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,568,260,170,398,94,166,68.5990338164,29.9295774648,31.884057971,0.938700384123,-0.013407547434,0.972106911368,0.903116172157,0.00274052060495,0.00274052060495,0.754303432054,0.0776162595018,3.18160055408,0.074471748745,-0.0619880048596,30,26.3095815719,33.8233526633,29.9693661972,26.2323943662,33.8028169014,1.91045608119,324,0.202387140139,400,0.192887330404,,,0.470070422535,0.754107981221,0.777582159624,0.835289514867,0.909037558685,0.850352112676,70.8959311424,FAIXA_EVIDENCIA_MODERADA
CGENE_89A1DD99402F,89,GENE_4DEF0F1FE0B6,NGRAM3::AJUSTE_ESTRUTURA_ACELEROU_POS=>AJUSTE_ESTRUTURA_COMPRA_ESTAVEL=>AJUSTE_ESTRUTURA_ESTAVEL,NGRAM3,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,31,797,15,16,249,548,3.74396135266,48.3870967742,31.884057971,1.51759530792,0.00617867394805,1.31974637681,0.903116172157,0.00329964124993,0.00329964124993,2.06325301205,0.0505975823068,4.03867767371,0.044468652445,0.069840031792,48.4848484848,31.8874964234,65.2563190714,48.4,29.0322580645,64.5161290323,9.02869619735,158,0.0572276668749,67,0.080475574349,183,81,0.931338028169,0.795579029734,0.818661971831,0.495696400626,0.394366197183,0.181338028169,70.8959311424,FAIXA_EVIDENCIA_MODERADA
CGENE_AD83D3D8D7C1,90,GENE_AB159EA2F46C,NUM::SCORE_DESCOBERTA_16E::ATE_P75,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,432,396,115,317,149,247,52.1739130435,26.6203703704,31.884057971,0.834911616162,-0.0274627179164,0.928267727335,0.903116172157,0.010049773216,0.010049773216,0.601380390828,0.000775083779947,11.5232969199,0.000687293876413,-0.117970442339,26.7281105991,22.6739455022,30.985417139,26.6083333333,22.2222222222,30.5555555556,2.09793539397,240,0.175157917282,450,0.185499520739,1,,0.352112676056,0.926838810642,0.927816901408,0.775430359937,0.871478873239,0.725645539906,70.8690336463,FAIXA_EVIDENCIA_MODERADA
CGENE_0C8A2BF60266,91,GENE_4FC64B0D7091,NUM::PREVISOES::ATE_P75,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,410,418,104,306,160,258,49.5169082126,25.3658536585,31.884057971,0.7955654102,-0.0322761324652,0.912664582741,0.903116172157,0.0139236354718,0.0139236354718,0.548039215686,7.53428842363e-05,15.8880827453,6.72005327892e-05,-0.138522582026,25.4854368932,21.3986164236,29.797665675,25.4082926829,21.4634146341,29.512195122,2.10752579686,463,0.191231025259,198,0.191301619602,,,0.301056338028,0.950899843505,0.951877934272,0.771909233177,0.860915492958,0.823943661972,70.494913928,FAIXA_EVIDENCIA_MODERADA
CGENE_112DF0D9928A,92,GENE_909D66EE7163,NUM::DIAS_ACIMA_58_PCT::ATE_P50,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,522,306,125,397,139,167,63.0434782609,23.9463601533,31.884057971,0.751044932079,-0.0500420079815,0.895630270507,0.903116172157,0.0351281826965,0.0351281826965,0.378286791222,2.91316428328e-10,40.9775679631,1.53986525252e-10,-0.222463067453,24.0458015267,20.4863479248,27.7928907034,23.996743295,20.4980842912,27.5862068966,1.82942695104,313,0.2053663405,395,0.187051114416,,,0.238262910798,0.986697965571,0.987676056338,0.77034428795,0.903755868545,0.844483568075,70.3638497653,FAIXA_EVIDENCIA_MODERADA
CGENE_F2B2D7F2BB62,93,GENE_2F60AE447FB0,NUM::APARICOES::ATE_P75,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,410,418,104,306,160,258,49.5169082126,25.3658536585,31.884057971,0.7955654102,-0.0322761324652,0.912664582741,0.903116172157,0.0139236354718,0.0139236354718,0.548039215686,7.53428842363e-05,15.8880827453,6.72005327892e-05,-0.138522582026,25.4854368932,21.3986164236,29.797665675,25.3456097561,21.2195121951,29.512195122,2.1267417629,553,0.190361230822,108,0.195814117882,,,0.301056338028,0.950899843505,0.951877934272,0.761737089202,0.860915492958,0.823943661972,70.2914710485,FAIXA_EVIDENCIA_MODERADA
CGENE_94571FC84225,94,GENE_810761976A71,NGRAM3::AJUSTE_ESTRUTURA_VENDA_ESTAVEL=>CONFIRMACOES_CANDIDATA_ACELEROU_POS=>CONFIRMACOES_CANDIDATA_SUBIU,NGRAM3,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,11,817,7,4,257,560,1.32850241546,63.6363636364,31.884057971,1.9958677686,0.00421830147728,1.8731884058,0.903116172157,0.0041145443868,0.0041145443868,3.81322957198,0.0436274295066,5.17522387269,0.0229112190344,0.0790586515041,61.5384615385,34.8875506419,84.8347770192,64.3818181818,36.3636363636,90.9090909091,14.8656516564,57,0.0280619822418,55,0.0435276675759,,,0.978286384977,0.844679186228,0.848591549296,0.376564945227,0.139671361502,0.468016431925,70.2391431925,FAIXA_EVIDENCIA_MODERADA
CGENE_66C2107ACAC3,95,GENE_E7BBFB88C46C,TOKEN::AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,TOKEN,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,236,592,83,153,181,411,28.5024154589,35.1694915254,31.884057971,1.1030431433,0.00936427921305,1.05067727574,0.903116172157,0.00141489206903,0.00141489206903,1.23182753764,0.215548002851,1.64052801962,0.200253037137,0.0445119538254,35.2941176471,29.3588256574,41.4635328255,35.0690677966,29.2372881356,41.1016949153,3.0367551527,44,0.157627205202,493,0.165771483046,8,72,0.738262910798,0.600156494523,0.621478873239,0.796948356808,0.775821596244,0.570422535211,70.0224960876,FAIXA_EVIDENCIA_MODERADA
CGENE_00317690B4A9,96,GENE_AD356A1AC75F,NUM::HORAS_ATIVAS::ATE_P50,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,401,427,113,288,151,276,48.4299516908,28.1795511222,31.884057971,0.883813194287,-0.0179409087727,0.948419887279,0.903116172157,0.00429282072063,0.00429282072063,0.717163355408,0.0304297171552,4.9134357471,0.0266485834008,-0.0770331171889,28.2878411911,24.0011735211,32.778619846,28.2137157107,23.6845386534,32.6683291771,2.25839692421,236,0.171240641798,460,0.178190730776,1,,0.415492957746,0.850156494523,0.855046948357,0.764475743349,0.856807511737,0.730340375587,69.8029147105,FAIXA_EVIDENCIA_MODERADA
CGENE_F3172CF978FD,97,GENE_39C4E473C11A,FAIXA_POS_09::AJUSTE_ESTRUTURA_ESTAVEL,FAIXA_POS_09,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,82,746,32,50,232,514,9.90338164251,39.0243902439,31.884057971,1.22394678492,0.00707134355528,1.11710144928,0.903116172157,0.00180508079805,0.00180508079805,1.41793103448,0.169261019844,2.13658339279,0.143821889665,0.0507977826838,39.2857142857,29.1736832153,49.8811829703,38.8487804878,28.0487804878,48.7804878049,5.2051148427,308,0.112918370281,75,0.126457323632,80,30,0.826877934272,0.66744913928,0.68838028169,0.640062597809,0.613262910798,0.475938967136,69.794600939,FAIXA_EVIDENCIA_MODERADA
CGENE_041A9F4651DB,98,GENE_7D41D6C35C2B,NGRAM3::AJUSTE_ESTRUTURA_SUBIU=>AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS=>AJUSTE_ESTRUTURA_VENDA_ESTAVEL,NGRAM3,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,9,819,6,3,258,561,1.08695652174,66.6666666667,31.884057971,2.09090909091,0.00378071833648,2.04347826087,0.903116172157,0.00402358494704,0.00402358494704,4.3488372093,0.0333987184758,5.06863349417,0.0243625817741,0.0782402584124,63.6363636364,34.754714994,87.844774188,66.3555555556,33.3333333333,88.8888888889,15.991075008,72,0.0408569228627,70,0.0376915784754,,,0.984154929577,0.837636932707,0.855046948357,0.360133020344,0.100352112676,0.495598591549,69.7872652582,FAIXA_EVIDENCIA_MODERADA
CGENE_6C2A48148A70,99,GENE_04D728AEFC63,TRANSICAO::AJUSTE_ESTRUTURA_COMPRA_ESTAVEL=>AJUSTE_ESTRUTURA_SUBIU,TRANSICAO,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,61,767,25,36,239,528,7.36714975845,40.9836065574,31.884057971,1.28539493294,0.00670377371701,1.15418679549,0.903116172157,0.00210349903956,0.00210349903956,1.53417015342,0.118058843571,2.5106267223,0.113080952302,0.0550650331624,41.2698412698,29.5146428155,53.5503389858,40.7245901639,29.5081967213,52.4590163934,6.18997231862,272,0.0991324841808,5,0.0731522928191,196,4,0.849178403756,0.706768388106,0.736502347418,0.621478873239,0.534037558685,0.266138497653,69.758900626,FAIXA_EVIDENCIA_MODERADA
CGENE_5B91C5DB1B0E,100,GENE_C433709F3EB1,NUM::PROPORCAO_DIAS_ACIMA_58_PCT::ATE_P75,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,519,309,120,399,144,165,62.6811594203,23.1213872832,31.884057971,0.725170782974,-0.0549254358328,0.886019396317,0.903116172157,0.0421829631518,0.0421829631518,0.344611528822,4.50456019162e-12,49.1688260515,2.34853530479e-12,-0.243685535391,23.2245681382,19.7019441737,26.9418756805,23.1741811175,19.4605009634,26.7822736031,1.9164836316,159,0.183658769811,546,0.203246347062,,,0.220657276995,0.991784037559,0.991784037559,0.758607198748,0.902582159624,0.842723004695,69.7437402191,FAIXA_EVIDENCIA_MODERADA
CGENE_FC7128551287,101,GENE_09A83626DB44,NGRAM2::AJUSTE_ESTRUTURA_CAIU=>AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,NGRAM2,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,9,819,6,3,258,561,1.08695652174,66.6666666667,31.884057971,2.09090909091,0.00378071833648,2.04347826087,0.903116172157,0.00402358494704,0.00402358494704,4.3488372093,0.0333987184758,5.06863349417,0.0243625817741,0.0782402584124,63.6363636364,34.754714994,87.844774188,66.5,33.3333333333,88.8888888889,15.3827372048,103,0.027547815059,3,0.0146092132505,,,0.984154929577,0.837636932707,0.855046948357,0.364827856025,0.100352112676,0.457746478873,69.6919014085,FAIXA_EVIDENCIA_MODERADA
CGENE_8BBF61BCEC2A,102,GENE_5D21F1A7368F,FAIXA_POS_07::CONFIRMACOES_CANDIDATA_ACELEROU_POS,FAIXA_POS_07,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,24,804,12,12,252,552,2.89855072464,50,31.884057971,1.56818181818,0.00525099768956,1.36231884058,0.903116172157,0.00303704311783,0.00303704311783,2.19047619048,0.0730962980327,3.73495193279,0.0532851998641,0.0671625752412,50,31.3057044457,68.6942955543,49.4958333333,29.1666666667,70.8333333333,10.2354176364,168,0.0816125258403,87,0.0844426716986,129,79,0.945422535211,0.776995305164,0.795187793427,0.452464788732,0.338028169014,0.245892018779,69.4894366197,FAIXA_EVIDENCIA_MODERADA
CGENE_5E7016F56A55,103,GENE_52258E00F84E,NGRAM2::AJUSTE_ESTRUTURA_COMPRA_ESTAVEL=>AJUSTE_ESTRUTURA_SUBIU,NGRAM2,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,61,767,25,36,239,528,7.36714975845,40.9836065574,31.884057971,1.28539493294,0.00670377371701,1.15418679549,0.903116172157,0.00210349903956,0.00210349903956,1.53417015342,0.118058843571,2.5106267223,0.113080952302,0.0550650331624,41.2698412698,29.5146428155,53.5503389858,41.0409836066,29.5081967213,54.0983606557,6.27944768073,191,0.0908551903876,86,0.116005299968,138,62,0.849178403756,0.706768388106,0.736502347418,0.605438184664,0.534037558685,0.266138497653,69.4380868545,FAIXA_EVIDENCIA_MODERADA
CGENE_A0F947202CC2,104,GENE_9FAF88FABFB2,NUM::TAXA_ALVO_DESVIO_DIAS_PP::ATE_P75,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,476,352,140,336,124,228,57.4879227053,29.4117647059,31.884057971,0.922459893048,-0.0142127004131,0.964975845411,0.903116172157,0.00273496086289,0.00273496086289,0.766129032258,0.0828725595135,3.1511729538,0.0758724055255,-0.0616908780692,29.4979079498,25.4976490124,33.6606652168,29.3951680672,25.2100840336,33.4086134454,2.12216903939,278,0.181585273128,411,0.191201880163,,,0.450117370892,0.750391236307,0.772887323944,0.811424100156,0.892018779343,0.833920187793,69.4229264476,FAIXA_EVIDENCIA_MODERADA
CGENE_EEAD0BB1E8EA,105,GENE_BCDF2D64DE2A,NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P75,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,432,396,108,324,156,240,52.1739130435,25,31.884057971,0.784090909091,-0.0359168241966,0.908212560386,0.903116172157,0.0172213868558,0.0172213868558,0.512820512821,1.02115199601e-05,19.7099525233,9.01307405975e-06,-0.154286391127,25.1152073733,21.1514939582,29.2961336765,24.9863425926,21.0648148148,29.1666666667,2.08881667724,184,0.175232025275,473,0.197372085441,,2,0.276408450704,0.958920187793,0.958920187793,0.766040688576,0.871478873239,0.703345070423,69.4067879499,FAIXA_EVIDENCIA_MODERADA
CGENE_85BC6E96E771,106,GENE_C27FEFE3B53B,TEMPO::MINUTO::24,TEMPO,temporal,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,7,821,5,2,259,562,0.845410628019,71.4285714286,31.884057971,2.24025974026,0.00334313519569,2.38405797101,0.903116172157,0.0040368948929,0.0040368948929,5.42471042471,0.0368153857338,5.08317820516,0.0241590459415,0.0783524352686,66.6666666667,34.9144205587,91.4766585863,71.4142857143,42.8571428571,100,16.7354650391,,,,,,,0.991197183099,0.842136150235,0.850938967136,0.365219092332,0.0663145539906,0.414612676056,69.3833137715,FAIXA_EVIDENCIA_MODERADA
CGENE_8FF2C781BECA,107,GENE_335BED086690,TRANSICAO::AJUSTE_ESTRUTURA_CAIU=>AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,TRANSICAO,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,9,819,6,3,258,561,1.08695652174,66.6666666667,31.884057971,2.09090909091,0.00378071833648,2.04347826087,0.903116172157,0.00402358494704,0.00402358494704,4.3488372093,0.0333987184758,5.06863349417,0.0243625817741,0.0782402584124,63.6363636364,34.754714994,87.844774188,67.1333333333,33.3333333333,100,15.2595734861,87,0.0171951047892,19,0.0729093933769,,,0.984154929577,0.837636932707,0.855046948357,0.349374021909,0.100352112676,0.457746478873,69.3828247261,FAIXA_EVIDENCIA_MODERADA
CGENE_1502E53E9A1F,108,GENE_51643C7B3775,NGRAM3::AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG=>AJUSTE_ESTRUTURA_COMPRA_ESTAVEL=>AJUSTE_ESTRUTURA_ESTAVEL,NGRAM3,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,7,821,5,2,259,562,0.845410628019,71.4285714286,31.884057971,2.24025974026,0.00334313519569,2.38405797101,0.903116172157,0.0040368948929,0.0040368948929,5.42471042471,0.0368153857338,5.08317820516,0.0241590459415,0.0783524352686,66.6666666667,34.9144205587,91.4766585863,71.7,42.5,100,17.202806422,,,,,,,0.991197183099,0.842136150235,0.850938967136,0.361502347418,0.0663145539906,0.414612676056,69.3089788732,FAIXA_EVIDENCIA_MODERADA
CGENE_26CFF1D5E6A4,109,GENE_E16FF15020F4,NUM::ULTIMA_POSICAO::ATE_P50,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,379,449,106,273,158,291,45.7729468599,27.9683377309,31.884057971,0.877188774286,-0.017923405447,0.945638902161,0.903116172157,0.00432052745578,0.00432052745578,0.715120322715,0.0299216082892,4.93428420453,0.0263289651681,-0.0771963758233,28.0839895013,23.6897361778,32.6961654332,27.8749340369,23.4828496042,32.4538258575,2.29342452147,69,0.164462046212,567,0.183706406317,,2,0.401995305164,0.852699530516,0.856807511737,0.759389671362,0.846830985915,0.695129107981,69.0977112676,FAIXA_EVIDENCIA_MODERADA
CGENE_D7DF01128EBA,110,GENE_61E0FB96AA29,NUM::PRIMEIRA_POSICAO::ATE_P50,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,379,449,106,273,158,291,45.7729468599,27.9683377309,31.884057971,0.877188774286,-0.017923405447,0.945638902161,0.903116172157,0.00432052745578,0.00432052745578,0.715120322715,0.0299216082892,4.93428420453,0.0263289651681,-0.0771963758233,28.0839895013,23.6897361778,32.6961654332,27.9926121372,23.4828496042,32.4538258575,2.3373199876,396,0.189644242692,240,0.168376222767,1,1,0.401995305164,0.852699530516,0.856807511737,0.757433489828,0.846830985915,0.695129107981,69.0585876369,FAIXA_EVIDENCIA_MODERADA
